Manufacturer,Year,Price (USD),MPG MIN,MPG MAX,Engine Volume (L),Mileage,Accidents or damage,Seller Rating,Seller Reviews Count,Car Rating,Car Reviews Count,Car Recommendation Rate,Car Comfort Rating,Car Interior Rating,Car Performance Rating,Car Value Rating,Car Exterior Rating,Car Reliability Rating
RAM,2019,"34,959",15,21,5.7,"36,516",0,5,,4.6,486,88,4.8,4.8,4.6,4.4,4.8,4.5
Hyundai,2020,"15,500",22,25,2,"74,856",1,4.7,423,4.7,174,92,4.7,4.7,4.7,4.7,4.8,4.7
Hyundai,2017,"12,800",18,24,3.3,"118,299",1,,0,4.7,172,94,4.8,4.7,4.7,4.7,4.8,4.8
RAM,2022,"27,980",,,3.6,"57,181",1,5,37,5,,,5,4,4,4,5,5
Chevrolet,2023,"18,995",27,35,1.5,"31,872",1,,32,5,2,100,5,5,5,5,5,5
Chevrolet,2022,"24,582",26,31,1.5,"39,843",0,4.8,279,4.4,14,78,4.4,4.1,4.3,4.3,4.6,4.1
Hummer,2009,"25,995",0,0,6.2,"128,811",0,,3,4.5,8,87,5,4.9,4.4,4.4,4.6,4.4
Nissan,2020,"17,992",24,30,2,"34,960",0,4.8,,4.7,68,94,4.7,4.7,4.6,4.7,4.8,4.8
Ford,2015,"9,900",29,29,3.5,"148,773",0,,13,4.7,80,95,4.8,4.6,4.8,4.7,4.8,4.7
Nissan,2023,"27,998",30,37,,372,0,,15,3,66,43,3.9,4,3.3,3.1,3.8,3.2
Mercedes-Benz,2021,"29,544",25,34,2,"5,992",1,4.8,194,4.5,2,100,4.5,4.5,4.5,4.5,4.5,4.5
Kia,2022,"35,908",19,26,,"67,773",0,4.3,860,4.5,11,81,4.5,4.3,4.5,4.5,4.4,4.7
Chevrolet,2022,"23,753",26,30,1.3,"51,343",0,4.7,206,3.4,5,40,3.8,4.4,4.4,3.6,4.2,4
Lexus,2005,"14,298",18,23,4.3,"88,229",1,4.7,,4.9,31,100,4.9,4.9,4.8,4.8,4.9,5
Toyota,2023,"33,966",21,31,2.4,"11,682",0,,8,5,4,100,5,4.8,4.8,5,5,4.8
Scion,2014,"12,995",23,31,2.5,"83,056",0,4.7,64,4.6,32,93,4.3,4.2,4.4,4.6,4.8,4.7
Mercedes-Benz,2021,"25,922",25,34,2,"38,859",0,4.7,,4.7,22,90,4.7,4.7,4.9,4.7,4.9,4.9
Jeep,2021,"38,969",,,2,"29,752",0,4.6,,3.3,15,53,4.1,4.4,3.6,3.3,5,3.1
Lincoln,2014,"10,694",14,20,5.4,"143,302",0,4.8,,4.9,8,87,5,4.8,4.8,4.8,5,4.9
Porsche,2012,"34,994",19,27,3.6,"115,723",1,4.6,220,4.8,38,100,4.6,4.7,4.9,4.6,4.9,4.8
Jeep,2021,"27,496",18,25,3.6,"39,278",0,4.5,447,4.6,64,92,4.6,4.7,4.6,4.5,4.7,4.6
Toyota,2006,"7,995",28,34,1.8,"119,243",,4.7,,4.6,39,94,4.4,4.4,4.4,4.7,4.4,4.5
Chevrolet,2020,"15,991",24,29,1.4,"52,662",1,4.7,157,4.5,111,85,4.5,4.5,4.3,4.3,4.6,4.5
Chevrolet,2019,"23,990",,,2,"35,700",0,,,4.8,68,97,4.5,4.6,4.9,4.7,4.9,4.8
Toyota,2015,"16,998",22,29,,"97,792",1,,3,4.6,362,91,4.5,4.4,4.5,4.5,4.7,4.7
Chevrolet,2022,"35,394",19,26,3.6,"30,109",0,,228,4.8,9,100,4.8,4.7,4.9,4.3,4.9,4.6
RAM,2020,"37,800",,,6.4,"42,752",0,5,5,4.2,52,76,4.4,4.5,4.4,4.1,4.5,4.1
Jeep,2020,"16,900",21,29,2.4,"67,327",1,,2,4.4,57,87,4.5,4.5,4.3,4.4,4.6,4.5
Lexus,2018,"31,000",33,30,2.5,"21,272",0,4.6,,5,8,100,5,5,4.8,5,5,5
Cadillac,2012,"40,000",,,6.2,"45,631",0,,,5,5,100,5,5,5,4.8,5,5
Honda,2021,"25,800",22,32,2,"47,535",1,,15,4.8,47,91,4.9,4.9,4.8,4.9,4.9,4.8
Mazda,2009,"12,490",16,23,1.3,"54,740",1,4.8,821,4.2,18,88,4.1,4.6,4.3,4.1,4.8,4.2
Dodge,2024,"29,995",0,0,1.3,"2,365",0,4.6,188,3.8,4,75,4,4,4.5,4,4.8,3.8
Toyota,2021,"23,998",27,35,2.5,"39,667",0,4.6,,4.8,105,96,4.8,4.7,4.7,4.7,4.8,4.9
Jeep,2020,"39,999",17,23,2,"57,656",0,4.1,196,4.8,80,96,4.7,4.8,4.8,4.4,4.9,4.7
Volkswagen,2015,"9,916",23,34,2,"85,552",1,4.5,337,4.7,159,95,4.6,4.6,4.6,4.6,4.7,4.7
Lexus,2023,"35,972",19,26,3.5,"9,221",0,3.8,,,,,,,,,,
Nissan,2022,"25,625",27,37,2.5,"13,956",0,4.6,,4.2,12,83,4.8,4.7,4.2,4.2,4.9,4.5
Chevrolet,2018,"27,022",17,22,5.3,"89,471",1,4.7,956,4.6,360,86,4.7,4.6,4.5,4.4,4.7,4.6
Chevrolet,2022,"30,000",,,5.3,"98,431",0,4.4,,,,,,,,,,
Audi,2019,"23,500",22,27,2,"66,067",0,,1,4.7,44,93,4.7,4.5,4.7,4.4,4.7,4.6
Subaru,2023,"24,960",,,,"3,463",0,4.8,897,,,,,,,,,
Honda,2015,"13,195",32,38,1.5,"105,711",0,,0,4.5,133,91,4.4,4.5,4.5,4.7,4.6,4.6
Dodge,2023,"35,977",16,25,5.7,"3,736",0,4.5,149,4.9,8,100,4.9,4.8,5,4.6,4.9,4.9
Hyundai,2018,"18,600",19,26,2,"60,851",0,4.9,847,4.8,257,96,4.7,4.8,4.6,4.8,4.8,4.8
Toyota,2021,"31,000",25,33,2.5,"30,490",1,4.8,32,4.8,105,96,4.8,4.7,4.7,4.7,4.8,4.9
Chevrolet,2002,"6,000",13,17,5.3,"106,173",0,,2,4.4,41,92,4.5,4.3,4.4,4.4,4.4,4.5
Nissan,2023,"35,644",20,23,3.5,"23,560",0,4.5,14,4.4,16,75,4.6,4.5,4.4,4.1,4.8,3.9
Acura,2005,"6,500",18,0,3.5,"168,958",0,5,22,4.8,49,98,4.9,4.9,4.7,4.7,4.6,4.8
Ford,2020,"43,972",0,0,6.7,"65,423",0,4.9,361,4.2,21,81,4.4,4.3,4.3,4,4.6,4.2
Lexus,2005,"23,950",18,22,4.3,"78,417",1,4.7,127,4.9,31,100,4.9,4.9,4.8,4.8,4.9,5
Nissan,2023,"24,765",30,37,1.5,"19,803",1,4.5,268,3,66,43,3.9,4,3.3,3.1,3.8,3.2
Volkswagen,2015,"11,995",24,36,1.8,"93,920",0,,1,4.6,189,88,4.6,4.6,4.5,4.6,4.6,4.6
Chevrolet,2012,"25,900",0,0,6.6,"181,515",0,,9,4.7,12,91,5,4.6,4.7,4.9,4.7,4.6
Ford,2008,"14,495",13,19,4,"79,913",0,,52,4.7,29,93,4.8,4.6,4.5,4.4,4.8,4.5
Audi,2021,"29,999",23,28,2,"35,810",1,4.8,227,4.6,16,93,4.6,4.4,4.7,4.2,4.5,4.7
Toyota,2017,"28,503",17,20,4,"88,260",0,4.2,476,4.8,155,96,4.8,4.6,4.7,4.7,4.9,4.9
Mitsubishi,2021,"18,858",23,29,2,"53,001",0,4.7,,5,18,100,4.8,4.7,4.8,4.9,4.9,5
Mitsubishi,2016,"11,611",24,29,2.4,"98,312",0,,41,4.6,86,94,4.6,4.4,4.3,4.7,4.6,4.7
Honda,2020,"26,500",19,24,3.5,"69,946",1,4.4,,4.6,62,87,4.7,4.6,4.6,4.4,4.5,4.6
Nissan,2014,"16,798",15,20,4,"97,779",1,3.8,43,4.6,23,91,4.5,4.5,4.7,4.7,4.6,4.7
Chevrolet,2020,"29,990",11,16,,"102,775",0,3.5,29,5,,,5,5,5,5,4,5
Mazda,2011,"7,000",20,28,2.5,"118,722",1,4.6,735,4.5,39,84,4.5,4.5,4.2,4.4,4.8,4.6
Buick,2012,"9,959",17,27,3.6,"158,648",0,5,249,4.6,73,91,4.8,4.8,4.6,4.6,4.8,4.6
Hyundai,2022,"35,998",,,,"23,830",0,,0,4.8,10,100,4.9,4.9,4.8,4.7,4.9,4.9
Lexus,2020,"34,806",20,28,3.5,"41,148",0,4.8,907,5,,,5,5,5,5,5,5
BMW,2010,"7,998",15,22,4.4,"95,392",1,4,133,4.2,11,81,4.8,4.5,4.2,3.8,4.5,4
Acura,2024,"32,198",29,36,1.5,"3,847",0,,1,4.1,8,75,3.9,3.8,4.8,3.9,4.6,4.6
Jeep,2018,"22,995",16,21,3.6,"91,207",1,,,4.8,199,98,4.6,4.7,4.7,4.6,4.9,4.8
Mazda,2021,"28,372",20,26,2.5,"27,631",0,4.5,,4.7,18,94,4.8,4.8,4.8,4.7,4.9,4.9
Nissan,2011,"6,400",23,32,2.5,"159,265",1,2.6,69,4.6,102,95,4.6,4.3,4.5,4.5,4.5,4.6
Porsche,2017,"18,900",20,25,2,"107,524",0,,8,4.8,82,95,4.8,4.7,5,4.5,4.9,4.8
Ford,2019,"19,850",0,0,3.7,"116,000",0,,104,4,5,80,3.8,4,4.4,4,4,4.2
Mercedes-Benz,2023,"42,000",21,29,2,"7,059",0,,,,,,,,,,,
Chevrolet,2018,"16,846",26,32,1.5,"82,465",0,4.7,,4.7,721,91,4.7,4.7,4.6,4.6,4.8,4.7
Kia,2022,"35,787",19,26,3.5,"50,805",0,4.7,,4.5,11,81,4.5,4.3,4.5,4.5,4.4,4.7
Mercedes-Benz,2019,"37,900",17,22,3,"62,361",1,4.7,103,5,12,100,5,5,5,4.8,5,5
Honda,2019,"18,996",55,49,1.5,"72,323",0,,7,4.7,77,89,4.6,4.8,4.5,4.7,4.8,4.8
Volkswagen,2024,"22,999",,,1.5,"2,740",0,3.7,105,5,,,5,5,5,5,5,5
Dodge,2005,"10,215",0,0,5.9,"247,640",0,,1,4.3,7,85,4.4,4.2,4.4,4.6,4.4,4.3
Jeep,2021,"30,998",18,25,3.6,"62,103",0,,26,4.1,15,66,4.3,4.7,4.1,4.3,4.6,4
Subaru,2023,"28,790",27,34,2.5,"14,763",0,,10,3.6,15,66,3.6,3.6,3.5,3.5,3.6,3.7
Honda,2021,"24,998",32,42,,"11,564",1,,2,4.6,50,90,4.6,4.7,4.6,4.6,4.7,4.5
Chevrolet,2024,"22,889",27,35,1.5,"13,946",1,4.8,,5,,,5,5,5,5,5,5
Chevrolet,2017,"21,993",20,30,3.6,"43,822",0,4.8,,4.8,267,96,4.6,4.6,4.9,4.7,4.9,4.8
Toyota,2010,"10,500",20,26,2.4,"74,126",0,2.6,69,4.3,39,87,3.9,3.8,4.1,4.3,4.2,4.6
Chevrolet,2018,"35,354",,,5.3,"51,000",0,,14,4.6,360,86,4.7,4.6,4.5,4.4,4.7,4.6
GMC,2019,"38,793",15,21,6.2,"47,687",0,4.6,109,4.2,130,73,4.5,4.3,4.4,4,4.6,4.2
Dodge,2007,"4,500",15,18,5.7,"266,765",0,,1,4.5,106,90,4.4,4.3,4.5,4.4,4.6,4.5
Ford,2020,"17,980",21,29,2,"67,147",0,4.4,50,4.9,152,96,4.9,4.9,4.8,4.7,4.8,4.9
Chevrolet,2024,"23,199",28,32,1.2,"9,109",0,4.6,77,4,65,70,4.4,4.4,4,4.2,4.6,4
Kia,2024,"44,377",19,26,3.5,"18,816",0,4.1,,3.6,5,60,4.6,4.4,3.8,4.2,4.4,3.8
Cadillac,2023,"36,570",22,33,2,"9,708",0,4.6,456,4.5,4,75,4.8,3.8,5,4.8,5,4.2
Hyundai,2014,"11,436",28,38,1.8,"38,515",,,25,4.5,135,88,4.5,4.6,4.3,4.5,4.7,4.5
Toyota,2016,"13,981",13,17,5.7,"232,186",1,5,,4.8,16,100,5,4.7,4.9,4.8,4.4,5
Chevrolet,2017,"22,995",18,0,5.3,"126,991",0,,5,4.6,324,88,4.8,4.7,4.6,4.4,4.8,4.6
Volkswagen,2019,"14,948",27,36,1.4,"73,188",0,,46,4.8,4,100,4.8,4.5,4.5,4.8,4.5,4.8
Hyundai,2019,"11,499",29,38,2,"128,280",0,4.2,941,4.6,136,91,4.6,4.6,4.6,4.7,4.7,4.7
Jeep,2018,"29,850",17,21,3.6,"49,513",0,,19,4.8,87,97,4.6,4.6,4.7,4.5,4.8,4.8
Lexus,2018,"23,888",21,30,3.5,"62,386",1,,6,4.9,59,98,4.9,4.9,4.8,4.8,4.9,4.9
Mercedes-Benz,2012,"7,998",20,27,3,"188,753",0,,6,4.6,41,90,4.8,4.9,4.6,4.6,4.8,4.5
Nissan,2020,"13,700",29,39,2,"122,176",0,4.9,259,4.5,45,80,4.6,4.5,4.4,4.4,4.7,4.3
Toyota,2021,"33,995",13,17,5.7,"60,000",0,4.7,,4.7,38,94,4.9,4.8,4.7,4.7,4.8,4.8
Hyundai,2021,"22,993",27,37,1.6,"25,243",1,4.4,,4.8,50,94,4.8,4.8,4.7,4.8,4.9,4.8
Ford,2020,"38,600",17,22,3.5,"80,506",0,4.5,19,4.7,31,87,4.8,4.6,4.6,4.4,4.7,4.6
Mazda,2017,"13,995",35,35,2.5,"95,510",0,,14,4.7,95,94,4.7,4.7,4.6,4.7,4.9,4.9
Dodge,2019,"15,930",16,24,3.6,"78,853",0,,12,4.3,85,78,4.5,4.3,4.2,4.3,4.4,4.4
BMW,2020,"39,189",22,29,3,"16,320",0,4.9,454,5,2,100,5,5,5,4.5,5,5
Ford,2018,"16,999",17,23,3.5,"96,609",0,,1,4.6,248,89,4.8,4.7,4.6,4.5,4.8,4.6
Kia,2024,"29,496",,,,"3,010",0,4.3,,,,,,,,,,
Ford,2024,"28,595",27,34,1.5,173,0,4.6,,5,3,100,4.7,4.3,5,5,5,5
Chevrolet,2024,"21,240",28,32,1.2,"34,572",0,,1,4,65,70,4.4,4.4,4,4.2,4.6,4
Jeep,2013,"18,979",16,20,3.6,"117,566",1,4.1,32,4.6,85,94,4.4,4.6,4.6,4.5,4.8,4.7
Mazda,2022,"21,998",26,34,,"29,600",0,,0,4.3,3,100,4,5,4.3,4,4.7,4.3
Cadillac,2024,"40,000",23,28,2,"13,450",0,4.4,498,4,3,66,4.7,4.3,4,4,5,4.3
Toyota,2010,"7,900",51,48,1.8,"142,576",0,,13,4.7,298,95,4.4,4.5,4.4,4.6,4.4,4.8
Chrysler,2023,"33,627",,,3.6,"10,146",0,3.4,399,,,,,,,,,
Dodge,2019,"10,995",17,25,,"132,650",1,,16,4.6,70,91,4.8,4.7,4.6,4.7,4.6,4.6
Genesis,2024,"36,998",20,28,,"4,952",0,,0,,,,,,,,,
BMW,2015,"26,995",15,20,4.4,"100,180",1,,,4.8,4,100,5,4.8,5,4,5,4.8
Ford,2017,"12,800",16,23,3.5,"141,268",0,,293,4.6,372,90,4.8,4.7,4.6,4.4,4.8,4.6
Toyota,2019,"28,990",22,31,3.5,"40,953",1,4.9,,4.7,116,90,4.8,4.7,4.8,4.6,4.7,4.8
Cadillac,2011,"17,950",15,23,4.6,"58,562",1,4.7,127,4.5,31,83,4.8,4.6,4.6,4.4,4.6,4.5
Chevrolet,2021,"17,929",28,31,1.2,"77,553",0,4.9,,4.6,98,87,4.7,4.8,4.7,4.7,4.9,4.6
Kia,2022,"29,790",,,,"26,226",0,4.8,395,4.2,20,75,4.6,4.4,4.8,3.8,5,3.9
Jeep,2023,"32,998",17,23,,"29,535",1,,3,4.9,7,100,5,5,4.9,4.6,4.7,4.9
Subaru,2020,"29,998",20,26,,"58,507",0,,11,4.7,86,93,4.8,4.8,4.7,4.7,4.8,4.7
Nissan,2015,"15,991",16,22,4,"94,496",0,4.4,221,4.7,19,100,4.5,4.4,4.7,4.7,4.6,4.9
Toyota,2018,"20,998",22,28,,"69,766",1,,6,4.8,777,96,4.8,4.7,4.8,4.7,4.8,4.9
Jeep,1987,"44,000",,,5.9,"87,743",0,4,,,,,,,,,,
Volkswagen,2013,"5,864",17,25,3.6,"157,600",0,4.7,105,4.7,3,100,5,4.7,4.3,4.7,4.3,4.7
Audi,2021,"41,620",18,23,3,"30,486",0,,14,4.8,13,84,4.9,4.6,4.5,4.3,4.9,4.3
Ford,2020,"34,998",17,23,,"31,088",1,,3,4.7,31,87,4.8,4.6,4.6,4.4,4.7,4.6
Honda,2017,"18,988",18,25,3.5,"90,400",1,,30,4.7,193,92,4.8,4.7,4.7,4.4,4.7,4.7
BMW,2016,"18,971",22,32,2,"38,452",0,,105,4.5,43,86,4.4,4.5,4.7,4.3,4.7,4.5
Chevrolet,2017,"13,500",0,0,1.5,"82,366",0,3.6,989,4.8,103,96,4.6,4.6,4.8,4.6,4.7,4.7
Ford,2019,"26,971",16,22,3.5,"52,965",0,4.5,,4.8,55,96,4.9,4.8,4.8,4.7,4.8,4.8
Mercedes-Benz,2016,"12,795",28,28,2,"118,670",1,,7,4.4,18,77,4.7,4.5,4.7,4.3,4.7,4.3
Cadillac,2012,"12,995",18,27,3.6,"84,364",0,,109,4.8,90,95,4.7,4.7,4.6,4.6,4.9,4.8
Chevrolet,2016,"42,877",16,29,6.2,"17,079",0,3.9,8,4.8,131,97,4.7,4.8,4.9,4.7,4.9,4.8
BMW,2023,"41,995",21,28,2,"17,015",0,2.8,245,4,3,66,4.7,4.7,4.3,4.3,4.7,4.3
Mitsubishi,2022,"19,750",24,30,2.5,"55,766",0,4.6,618,3.6,43,60,4,4.1,3.5,3.7,4.1,3.6
Honda,2021,"35,988",18,24,3.5,"50,506",0,4.5,,4.7,29,89,4.9,4.7,4.7,4.5,4.8,4.6
Toyota,2009,"8,450",20,26,2.4,"126,896",0,,9,4.4,44,86,4.3,4.1,4.3,4.3,4.2,4.5
BMW,2023,"43,777",21,28,2,"11,812",0,4.6,800,,,,,,,,,
Hyundai,2020,"24,780",19,26,3.8,"34,508",0,4.2,,4.6,221,87,4.8,4.8,4.5,4.5,4.7,4.6
Chevrolet,2019,"12,555",24,29,1.4,"63,734",0,4.6,410,4.2,160,77,4.2,4.2,4.1,4.1,4.4,4.3
Chevrolet,2023,"43,913",17,21,2.7,"10,062",0,4.6,686,3.2,19,47,3.9,4,3.9,3.3,4.6,3.3
Nissan,2023,"34,525",17,22,3.8,"38,187",0,4.5,571,4.5,13,92,4.2,4.2,4.5,4.6,4.5,4.5
Volkswagen,2019,"16,999",27,0,1.4,"65,690",0,,3,4.8,4,100,4.8,4.5,4.5,4.8,4.5,4.8
Audi,2018,"37,995",18,26,2.9,"79,000",0,,41,4.7,6,100,4.8,4.8,5,4.2,5,4.2
Chevrolet,2024,"19,497",27,35,1.5,"31,463",1,4.3,602,5,,,5,5,5,5,5,5
Ford,2012,"5,600",26,38,2,"99,018",0,,4,3.6,404,63,3.9,4.1,3.5,3.6,4.3,3.5
Polestar,2021,"27,988",,,,"18,420",0,5,99,4,3,66,3.7,4,4.3,3.3,3.7,5
GMC,2019,"21,999",0,0,4.3,"78,229",1,,5,4,3,66,5,5,4.3,4.7,3.7,4.3
Ford,2021,"25,888",21,28,2.3,"70,160",0,4.7,,4.5,73,87,4.7,4.5,4.7,4.4,4.7,4.4
Toyota,2022,"20,953",31,40,2,"19,129",0,,,4.2,6,66,4.3,4,4.2,4.3,3.8,4.3
Audi,2018,"21,995",27,0,2,"51,905",0,,8,4.8,83,96,4.8,4.9,4.8,4.6,4.8,4.7
Land,2021,"33,904",20,27,2,"22,263",0,,5,5,3,100,5,5,4.7,5,5,4.7
Mercedes-Benz,2016,"19,854",20,29,3.5,"49,882",1,4.1,431,4.7,84,92,4.8,4.8,4.7,4.6,4.8,4.6
Toyota,2021,"25,500",27,33,2.5,"72,868",0,4.5,50,4.8,105,96,4.8,4.7,4.7,4.7,4.8,4.9
Pontiac,2008,"22,500",,,6,"92,100",0,,,4.8,47,93,4.6,4.4,4.8,4.6,4.8,4.4
Mercedes-Benz,2019,"44,988",19,24,3,"21,984",0,,18,4.9,7,100,4.9,4.9,4.9,4.6,5,5
Nissan,2021,"20,997",25,35,2.5,"33,515",1,4.4,,4.5,20,85,4.8,4.8,4.6,4.4,4.7,4.5
Dodge,1995,"11,000",13,17,,"158,596",0,2.2,282,,,,,,,,,
Chevrolet,2022,"23,400",26,30,1.3,"12,370",0,4.7,,3.4,5,40,3.8,4.4,4.4,3.6,4.2,4
Acura,2022,"25,999",24,34,2.4,"14,489",1,4.5,796,5,,,5,5,5,5,5,5
Jeep,2021,"23,995",18,25,3.6,"44,337",0,,323,4.6,64,92,4.6,4.7,4.6,4.5,4.7,4.6
Chevrolet,2023,"23,599",27,35,1.5,"38,411",0,3.9,129,5,2,100,5,5,5,5,5,5
BMW,2023,"28,998",24,34,,"20,186",0,,8,,,,,,,,,
Pontiac,2004,"20,995",17,26,5.7,"34,903",0,,5,4.7,32,96,4.6,4.5,4.9,4.8,4.6,4.7
Tesla,2020,"29,998",,,,"39,767",0,,4,4,21,76,4.3,4.1,4.4,3.8,4,4.1
MINI,2014,"11,999",28,35,1.6,"62,972",1,4.6,11,5,6,100,4.3,4.8,4.8,5,5,4.7
Cadillac,2015,"27,150",15,21,6.2,"98,247",1,,69,4.5,57,86,4.7,4.7,4.5,4.1,4.7,4.4
Kia,2022,"18,995",22,26,2.4,"20,839",1,4.8,890,4.8,9,77,4.9,4.7,4.8,4.7,5,4.7
Chevrolet,2023,"16,800",,,,"33,549",0,3.5,,4.8,16,93,4.6,4.7,4.8,4.8,4.8,4.7
GMC,2020,"36,763",16,21,6.2,"87,388",1,4.3,665,4.7,68,91,4.9,4.8,4.8,4.6,4.9,4.7
Ford,2017,"18,998",17,24,,"71,539",0,,0,4.6,372,90,4.8,4.7,4.6,4.4,4.8,4.6
Toyota,2021,"35,960",,,2.5,"97,078",0,4.5,328,4.9,45,97,4.8,4.8,4.9,4.6,4.9,4.9
Hyundai,2020,"21,400",20,27,2,"75,693",0,4.8,828,4.9,209,96,4.9,4.8,4.7,4.8,4.9,4.9
Pontiac,2009,"44,999",13,20,6.2,"28,613",0,,2,4.8,103,99,4.5,4.3,4.9,4.8,4.9,4.7
RAM,2023,"42,987",17,22,5.7,"39,624",0,4.5,281,4.1,9,88,4.8,4.9,4.3,4.4,4.8,4.2
Nissan,2021,"28,529",20,30,3.5,"29,737",1,4.8,867,4.9,9,100,5,4.7,5,4.7,5,4.9
Chevrolet,2019,"16,998",28,38,,"40,783",0,,1,4.8,72,94,4.8,4.7,4.7,4.7,4.8,4.8
Ford,2022,"34,989",,,,"82,820",0,4.6,,4.2,18,83,4.5,4.3,4.7,4.1,4.4,4.5
Honda,2021,"17,800",0,0,1.5,"128,536",0,,9,,,,,,,,,
RAM,2016,"23,970",0,0,6.4,"104,117",0,4.3,119,4.5,83,89,4.5,4.5,4.6,4.4,4.6,4.5
Ford,2018,"22,490",18,23,2.7,"119,153",0,4.8,,4.7,837,93,4.8,4.8,4.8,4.6,4.8,4.7
Chevrolet,2020,"36,789",17,23,5.3,"37,836",0,4.8,936,4.6,144,86,4.7,4.6,4.6,4.5,4.8,4.5
Buick,2010,"7,795",17,26,3,"81,236",0,,1,4.5,63,81,4.7,4.7,4.3,4.4,4.7,4.3
Ford,2014,"9,975",23,32,2,"105,693",0,,37,4.3,474,83,4.4,4.3,4.3,4.2,4.5,4.3
Volkswagen,2020,"22,995",30,40,1.4,"22,351",0,,6,5,26,100,4.9,4.9,4.9,5,4.9,4.9
Jeep,2018,"17,450",22,30,2.4,"82,157",1,2.8,107,4.4,433,85,4.6,4.6,4.3,4.4,4.7,4.5
BMW,2014,"38,900",14,20,4.4,"25,653",0,1.9,32,4.9,17,94,4.8,4.9,5,4.9,4.9,4.8
Hyundai,2024,"18,995",31,40,2,"22,728",0,5,15,5,,,5,5,4,4,5,5
Toyota,2017,"19,154",19,23,2.7,"127,123",0,4.4,,4.6,393,90,4.5,4.6,4.4,4.4,4.7,4.8
Land,2016,"17,240",15,19,3,"99,844",0,4.3,101,4.3,22,77,4.6,4.4,4.4,4,4.7,4
Honda,2019,"25,000",19,28,3.5,"84,044",0,4.6,225,4.4,137,83,4.8,4.6,4.5,4.3,4.6,4.4
Hyundai,2023,"21,995",28,33,2,"27,063",0,4.6,14,3.9,14,78,4.2,4.1,3.8,3.9,4.3,4
Nissan,2022,"18,497",29,39,,"36,112",0,4.7,,4.5,12,83,4.4,4.6,4.3,4.4,4.7,4.4
Chevrolet,2017,"23,499",18,20,5.3,"84,936",0,,87,4.6,324,88,4.8,4.7,4.6,4.4,4.8,4.6
Kia,2013,"8,592",22,32,2.4,"110,122",0,4.9,,4.7,17,100,4.2,4.5,4.6,4.7,4.7,4.8
Nissan,2021,"15,995",29,39,2,"60,742",0,4.8,,4.9,27,92,4.9,4.9,4.7,4.8,4.9,4.8
GMC,2005,"6,503",14,18,4.2,"84,339",1,5,303,4.1,14,92,4.6,4.6,4.3,4,4.5,4.1
Kia,2020,"23,950",24,24,3.8,"81,638",0,,16,4.8,218,94,4.9,4.8,4.8,4.7,4.9,4.8
Buick,2023,"25,995",29,32,1.3,"22,311",0,4.9,675,3.9,7,71,4,4,4.1,4,4.3,3.7
Alfa,2024,"40,999",,,1.3,"3,694",0,4.4,751,5,3,100,5,5,5,5,5,4.7
Jeep,2016,"19,500",16,21,3.6,"104,892",1,4.8,372,4.7,161,95,4.3,4.5,4.5,4.3,4.7,4.7
Nissan,2017,"17,795",27,39,2.5,"95,325",1,,0,4.6,319,92,4.8,4.6,4.6,4.6,4.7,4.6
Hyundai,2023,"23,329",27,37,1.6,"32,694",1,4.9,154,4.1,7,71,4.4,4.4,4.1,4.1,4.6,4.1
Ford,2017,"11,490",0,0,2,"124,622",0,4.9,168,4.9,52,98,4.9,4.8,4.4,4.8,4.9,4.8
Volvo,2017,"19,000",0,0,2,"137,120",0,4.6,113,4.7,7,85,5,5,4.7,4.6,5,4.4
Chevrolet,2014,"38,758",16,28,6.2,"52,975",0,4.7,,4.8,135,97,4.6,4.7,4.9,4.7,4.9,4.6
Nissan,2021,"19,855",24,30,2,"45,268",0,,307,4.8,17,94,4.8,4.8,4.7,4.7,4.9,4.9
Cadillac,2015,"10,900",16,23,3.6,"126,301",0,4.8,714,4.7,114,91,4.8,4.8,4.7,4.6,4.8,4.7
Honda,2024,"28,998",25,30,,"4,143",0,,13,4,12,83,3.8,4.2,3.4,3.7,4.3,4.3
Cadillac,2019,"35,995",14,21,6.2,"103,094",1,,9,5,6,100,5,5,5,5,5,5
Jaguar,2017,"14,999",20,29,3,"99,717",1,,2,4.8,50,92,4.7,4.5,4.8,4.6,4.8,4.8
Kia,2017,"11,459",51,46,,"95,375",0,4.4,662,4.8,290,96,4.7,4.7,4.6,4.7,4.7,4.8
Ford,2019,"20,400",17,24,3.5,"77,061",0,4.6,,4.8,114,95,4.8,4.8,4.8,4.7,4.9,4.8
Cadillac,1968,"34,499",,,,"96,244",,,7,,,,,,,,,
Mercedes-Benz,2022,"34,388",22,30,,"18,534",0,5,453,5,5,100,4.8,5,4.8,4.8,4.8,5
Land,2018,"21,250",,,3,"83,000",0,,,3.5,47,48,4.7,4.7,4,3.2,4.7,3
Alfa,2021,"21,000",24,33,2,"47,372",0,3.6,106,5,6,100,5,5,5,5,5,5
Toyota,2020,"33,444",,,3.5,"88,687",1,4.6,,4.7,129,90,4.6,4.7,4.6,4.6,4.9,4.8
Porsche,2019,"39,900",18,23,2.9,"66,036",0,,9,4.8,24,95,4.9,4.8,4.8,4.4,4.8,4.7
Mercury,2010,"3,990",21,28,2.5,"156,075",1,,169,4,28,71,4.4,4.2,3.9,4,4.4,3.9
Mitsubishi,2015,"27,595",17,23,2,"84,250",0,4.4,320,4.8,16,93,4.2,3.8,4.9,4.3,4.8,4.7
Audi,2023,"24,998",24,32,2,"47,024",0,4.1,8,5,,,5,5,5,5,5,5
